level,timestamp,test_name,renoir_compile_time,renoir_execution_time,ibis_total_time
INFO,2024-06-03 14:55:17.894,test_nullable_filter_group_select,2.8070855100s,0.0863497530s,0.0134284020s
INFO,2024-06-03 14:55:21.261,test_nullable_filter_reduce,2.5463164150s,0.0836066401s,0.0133904610s
INFO,2024-06-03 14:55:57.378,test_nullable_filter_filter_select_select,2.2341158900s,0.0832727070s,0.0156006170s
INFO,2024-06-03 14:56:00.997,test_nullable_filter_group_mutate,2.7958992500s,0.0860454780s,0.0155560170s
INFO,2024-06-03 14:59:39.753,test_nullable_filter_filter_select_select,2.3639384330s,0.0865406070s,0.0159396780s
INFO,2024-06-03 14:59:43.583,test_nullable_filter_group_mutate,2.9558860710s,0.0844348180s,0.0162230740s
INFO,2024-06-03 14:59:47.126,test_nullable_filter_group_mutate_reduce,2.7029852740s,0.0859496760s,0.0165918720s
INFO,2024-06-03 14:59:50.958,test_nullable_filter_group_select,2.9295702890s,0.0830960770s,0.0168779690s
INFO,2024-06-03 14:59:54.494,test_nullable_filter_reduce,2.6081480770s,0.0842539550s,0.0118205360s
INFO,2024-06-03 14:59:57.638,test_nullable_filter_select,2.2578871920s,0.0834292900s,0.0126505900s
INFO,2024-06-03 15:00:02.425,test_nullable_group_reduce_group_reduce_join,3.9446005020s,0.0884376710s,0.0198788540s
INFO,2024-06-03 15:00:07.118,test_nullable_group_reduce_join_mutate,3.8336934500s,0.0905788380s,0.0253373590s
INFO,2024-06-03 15:00:11.325,test_nullable_inner_join_select,3.3362118690s,0.0913274820s,0.0239053740s
INFO,2024-06-03 15:00:16.212,test_nullable_join_group_reduce,3.9975053730s,0.0899921080s,0.0178981660s
INFO,2024-06-03 15:00:20.211,test_nullable_left_join,3.0978090250s,0.0890011370s,0.0179090130s
INFO,2024-06-03 15:00:23.548,test_nullable_outer_join,2.4697506530s,0.0905133140s,0.0155604290s
INFO,2024-06-03 15:00:27.107,test_nullable_windowing_explicit,2.7084732700s,0.0835003240s,0.0128845870s
INFO,2024-06-03 15:00:30.623,test_nullable_windowing_explicit_group,2.6505094330s,0.0838655070s,0.0146081040s
INFO,2024-06-03 15:00:34.357,test_nullable_windowing_explicit_window_far,2.8883669800s,0.0846962130s,0.0130010440s
INFO,2024-06-03 15:00:39.762,test_nullable_windowing_implicit_mean,3.8917236970s,0.0907768100s,0.0118086800s
INFO,2024-06-03 15:00:44.494,test_nullable_windowing_implicit_sum,3.8224795730s,0.0890498780s,0.0116243030s
INFO,2024-06-03 15:00:47.613,test_non_nullable_filter_filter_select_select,2.2465436660s,0.0843157860s,0.1884450350s
INFO,2024-06-03 15:00:51.239,test_non_nullable_filter_group_mutate,2.7071356800s,0.0862156540s,0.1759364720s
INFO,2024-06-03 15:00:54.766,test_non_nullable_filter_group_mutate_reduce,2.6293172010s,0.0860217240s,0.1755779810s
INFO,2024-06-03 15:00:58.326,test_non_nullable_filter_group_select,2.6905721290s,0.0875779950s,0.1815104160s
INFO,2024-06-03 15:01:01.642,test_non_nullable_filter_reduce,2.4596566790s,0.0942082520s,0.1737476490s
INFO,2024-06-03 15:01:04.716,test_non_nullable_filter_select,2.1881472810s,0.0895556680s,0.1714306980s
INFO,2024-06-03 15:01:09.874,test_non_nullable_group_reduce_group_reduce_join,4.2231881541s,0.1000252510s,0.1834885950s
INFO,2024-06-03 15:01:14.689,test_non_nullable_group_reduce_join_mutate,3.9304213860s,0.0895497460s,0.1836071390s
INFO,2024-06-03 15:01:18.753,test_non_nullable_inner_join_select,3.1912238610s,0.0890517720s,0.1957195080s
INFO,2024-06-03 15:01:23.469,test_non_nullable_join_group_reduce,3.8222989810s,0.0918114170s,0.1840981810s
INFO,2024-06-03 15:01:27.610,test_non_nullable_left_join,3.1873340440s,0.1229275920s,0.1909650360s
INFO,2024-06-03 15:01:31.130,test_non_nullable_outer_join,2.5964999770s,0.0890474960s,0.1943523480s
INFO,2024-06-03 15:01:34.651,test_nexmark_query_1,2.5009446670s,0.1241616430s,0.0435625210s
INFO,2024-06-03 15:01:38.155,test_nexmark_query_2,2.4313832170s,0.0850437820s,0.0504273620s
INFO,2024-06-03 15:01:42.512,test_nexmark_query_3,3.3736050790s,0.0899824590s,0.0311572870s
INFO,2024-06-03 15:01:48.820,test_nexmark_query_4,5.3318789820s,0.0921278820s,0.0660094990s
INFO,2024-06-03 15:01:54.173,test_nexmark_query_6,4.3916100540s,0.0933662110s,0.0746404080s
INFO,2024-06-03 15:49:51.472,test_nullable_filter_filter_select_select,2.2818319980s,0.0859583610s,0.0143270250s
INFO,2024-06-03 15:49:55.284,test_nullable_filter_group_mutate,2.9029224240s,0.0885090750s,0.0158976310s
INFO,2024-06-03 15:49:58.980,test_nullable_filter_group_mutate_reduce,2.7514101020s,0.0851253370s,0.0162793370s
INFO,2024-06-03 15:50:02.555,test_nullable_filter_group_select,2.6582797140s,0.0872496070s,0.0162510740s
INFO,2024-06-03 15:50:05.968,test_nullable_filter_reduce,2.4617466470s,0.0914442330s,0.0121164040s
INFO,2024-06-03 15:50:08.914,test_nullable_filter_select,2.0991002810s,0.0831177350s,0.0113790880s
INFO,2024-06-03 15:50:13.705,test_nullable_group_reduce_group_reduce_join,3.8881975950s,0.1065491140s,0.0182386740s
INFO,2024-06-03 15:50:20.922,test_nullable_inner_join_select,3.3527227700s,0.0913157490s,0.0256484100s
